"C277","CAMIDAS ENTERPRISE-CONSIGMENT","TI1","15","11448.75","9731.44","1717.31","2048","30"
"C277","CAMIDAS ENTERPRISE-CONSIGMENT","TI2","15","13010.67","11059.07","1951.60","2530","31"
"C277","CAMIDAS ENTERPRISE-CONSIGMENT","TJG","15","2216.65","1884.15","332.50","485","15"
"C277","CAMIDAS ENTERPRISE-CONSIGMENT","TKK","15","8839.23","7513.35","1325.88","1988","32"
"C277","CAMIDAS ENTERPRISE-CONSIGMENT","TML","15","21342.08","18140.77","3201.31","4194","29"
"C277","CAMIDAS ENTERPRISE-CONSIGMENT","TPH","15","29005.11","24654.34","4350.77","4121","29"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","BER","15","26598.57","22608.78","3989.79","4684","58"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","BGJ","15","27927.60","23738.46","4189.14","4746","58"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","BT1","15","13931.07","11841.41","2089.66","2299","60"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","BT2","15","28205.35","23974.55","4230.80","4793","63"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","GMS","15","20640.32","17544.27","3096.05","3685","29"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","GRK","15","15761.15","13396.98","2364.17","3006","57"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","IBN","15","23537.09","20006.53","3530.56","4338","63"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","JRT","15","32949.91","28007.42","4942.49","5396","60"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","KKD","15","5524.39","4695.73","828.66","1186","50"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","KLM","15","5354.35","4551.20","803.15","1035","45"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","KLP","15","37586.92","31948.88","5638.04","5668","61"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","MR","15","30754.40","26141.24","4613.16","5416","39"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","MTK","15","29525.19","25096.41","4428.78","5461","60"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","NSB","15","9141.29","7770.10","1371.19","1489","63"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","PDS","15","41179.91","35002.92","6176.99","5855","42"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","PLU","15","4241.22","3605.04","636.18","871","29"
